2022-04-25 15:08:53.884480 | Creating ProcessImage instance.
2022-04-25 15:08:54.188152 | Video capture opened
2022-04-25 15:08:55.202624 | VideoWriter created. Width: 416, Height: 416, Fourcc: 1145656920
2022-04-25 15:08:55.206601 | Tracker lost the object
2022-04-25 15:08:55.339130 | Tracker lost the object
2022-04-25 15:08:55.349261 | Tracker lost the object
2022-04-25 15:08:55.354613 | Tracker lost the object
2022-04-25 15:08:55.357020 | Tracker lost the object
2022-04-25 15:08:55.362016 | Tracker lost the object
2022-04-25 15:08:55.366303 | Tracker lost the object
2022-04-25 15:08:55.370056 | Tracker lost the object
2022-04-25 15:08:55.373363 | Tracker lost the object
2022-04-25 15:08:55.375802 | Tracker lost the object
2022-04-25 15:08:55.378949 | Tracker lost the object
2022-04-25 15:08:55.384190 | Tracker lost the object
2022-04-25 15:08:55.387975 | Tracker lost the object
2022-04-25 15:08:55.393859 | Tracker lost the object
2022-04-25 15:08:55.397252 | Tracker lost the object
2022-04-25 15:08:55.399719 | Tracker lost the object
2022-04-25 15:08:55.405036 | Tracker lost the object
2022-04-25 15:08:55.412790 | Tracker lost the object
2022-04-25 15:08:55.419410 | Tracker lost the object
2022-04-25 15:08:55.423085 | Tracker lost the object
2022-04-25 15:08:55.429355 | Tracker lost the object
2022-04-25 15:08:55.434361 | Tracker lost the object
2022-04-25 15:08:55.440092 | Tracker lost the object
2022-04-25 15:08:55.448918 | Tracker lost the object
2022-04-25 15:08:55.456618 | Tracker lost the object
2022-04-25 15:08:55.460427 | Tracker lost the object
2022-04-25 15:08:55.464585 | Tracker lost the object
2022-04-25 15:08:55.469301 | Tracker lost the object
2022-04-25 15:08:55.475831 | Tracker lost the object
2022-04-25 15:08:55.482048 | Tracker lost the object
2022-04-25 15:08:55.488597 | Tracker lost the object
2022-04-25 15:08:55.491790 | Tracker lost the object
2022-04-25 15:08:55.494698 | Tracker lost the object
2022-04-25 15:08:55.497587 | Tracker lost the object
2022-04-25 15:08:55.500436 | Tracker lost the object
2022-04-25 15:08:55.506417 | Tracker lost the object
2022-04-25 15:08:55.510896 | Tracker lost the object
2022-04-25 15:08:55.516979 | Tracker lost the object
2022-04-25 15:08:55.534693 | Tracker lost the object
2022-04-25 15:08:55.567302 | Tracker lost the object
2022-04-25 15:08:55.632479 | Tracker lost the object
2022-04-25 15:08:55.658879 | Tracker lost the object
2022-04-25 15:08:55.691736 | Tracker lost the object
2022-04-25 15:08:55.727921 | Tracker lost the object
2022-04-25 15:08:55.753976 | Tracker lost the object
2022-04-25 15:08:55.786187 | Tracker lost the object
2022-04-25 15:08:55.823984 | Tracker lost the object
2022-04-25 15:08:55.857584 | Tracker lost the object
2022-04-25 15:08:55.889853 | Tracker lost the object
2022-04-25 15:08:55.921614 | Tracker lost the object
2022-04-25 15:08:55.959942 | Tracker lost the object
2022-04-25 15:08:56.010190 | Tracker lost the object
2022-04-25 15:08:56.145921 | Tracker lost the object
2022-04-25 15:08:56.290210 | Tracker lost the object
2022-04-25 15:08:56.332004 | Tracker lost the object
2022-04-25 15:08:56.367889 | Tracker lost the object
2022-04-25 15:08:56.377451 | Tracker lost the object
2022-04-25 15:08:56.382621 | Tracker lost the object
2022-04-25 15:08:56.389353 | Tracker lost the object
2022-04-25 15:08:56.396934 | Tracker lost the object
2022-04-25 15:08:56.402181 | Tracker lost the object
2022-04-25 15:08:56.413156 | Tracker lost the object
2022-04-25 15:08:56.418907 | Tracker lost the object
2022-04-25 15:08:56.427708 | Tracker lost the object
2022-04-25 15:08:56.435193 | Tracker lost the object
2022-04-25 15:08:56.441765 | Tracker lost the object
2022-04-25 15:08:56.448264 | Tracker lost the object
2022-04-25 15:08:56.456547 | Tracker lost the object
2022-04-25 15:08:56.461226 | Tracker lost the object
2022-04-25 15:08:56.474973 | Tracker lost the object
2022-04-25 15:08:56.506369 | Tracker lost the object
2022-04-25 15:08:56.510896 | Tracker lost the object
2022-04-25 15:08:56.550693 | Tracker lost the object
2022-04-25 15:08:56.583796 | Tracker lost the object
2022-04-25 15:08:56.612953 | Tracker lost the object
2022-04-25 15:08:56.649311 | Tracker lost the object
2022-04-25 15:08:56.680129 | Tracker lost the object
2022-04-25 15:08:56.714613 | Tracker lost the object
2022-04-25 15:08:56.747933 | Tracker lost the object
2022-04-25 15:08:56.758487 | Tracker lost the object
2022-04-25 15:08:56.787420 | Tracker lost the object
2022-04-25 15:08:56.824870 | Tracker lost the object
2022-04-25 15:08:56.854006 | Tracker lost the object
2022-04-25 15:08:56.889290 | Tracker lost the object
2022-04-25 15:08:56.921753 | Tracker lost the object
2022-04-25 15:08:56.953952 | Tracker lost the object
2022-04-25 15:08:56.987504 | Tracker lost the object
2022-04-25 15:08:57.022407 | Tracker lost the object
2022-04-25 15:08:57.025811 | Tracker lost the object
2022-04-25 15:08:57.060681 | Tracker lost the object
2022-04-25 15:08:57.095042 | Tracker lost the object
2022-04-25 15:08:57.122448 | Tracker lost the object
2022-04-25 15:08:57.161280 | Tracker lost the object
2022-04-25 15:08:57.194431 | Tracker lost the object
2022-04-25 15:08:57.226523 | Tracker lost the object
2022-04-25 15:08:57.258666 | Tracker lost the object
2022-04-25 15:08:57.264982 | Tracker lost the object
2022-04-25 15:08:57.299104 | Tracker lost the object
2022-04-25 15:08:57.304616 | Tracker lost the object
2022-04-25 15:08:57.339424 | Tracker lost the object
2022-04-25 15:08:57.372112 | Tracker lost the object
2022-04-25 15:08:57.402588 | Tracker lost the object
2022-04-25 15:08:57.436445 | Tracker lost the object
2022-04-25 15:08:57.442760 | Tracker lost the object
2022-04-25 15:08:57.474889 | Tracker lost the object
2022-04-25 15:08:57.480756 | Tracker lost the object
